round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8832724181895454,0.8070411208682977,4838,4.0,2347.826432022084,0.11859472761382628,1773828810
2,0.8773140671483212,0.8155681304426411,4838,4.0,2347.826432022084,0.1100677180394829,1773828811
3,0.8904122396940076,0.8717572749830815,4838,4.0,2347.826432022084,0.05387857349904246,1773828813
4,0.881929451763706,0.8603717467271684,4838,4.0,2347.826432022084,0.06526410175495556,1773828814
5,0.8889927751806205,0.871476398237224,4838,4.0,2347.826432022084,0.05415945024489999,1773828815
6,0.8919507012324692,0.8769461529581921,4838,4.0,2347.826432022084,0.048689695523931875,1773828816
7,0.8891882702932428,0.8735590828953115,4838,4.0,2347.826432022084,0.05207676558681251,1773828817
8,0.8840203994900128,0.8626738700097185,4838,4.0,2347.826432022084,0.06296197847240548,1773828818
9,0.8873353166170845,0.868821160070208,4838,4.0,2347.826432022084,0.05681468841191595,1773828820
10,0.881929451763706,0.8600287039227835,4838,4.0,2347.826432022084,0.06560714455934047,1773828821
11,0.8867828304292393,0.868527658914638,4838,4.0,2347.826432022084,0.05710818956748598,1773828822
12,0.8870973225669359,0.8660859142548677,4838,4.0,2347.826432022084,0.059549934227256296,1773828823
13,0.8830344241393966,0.8620781997454591,4838,4.0,2347.826432022084,0.06355764873666492,1773828824
14,0.88788780280493,0.8691464119633707,4838,4.0,2347.826432022084,0.05648943651875327,1773828825
15,0.8925031874203146,0.8743344262339179,4838,4.0,2347.826432022084,0.05130142224820611,1773828827
16,0.8888737781555461,0.8715972600865987,4838,4.0,2347.826432022084,0.05403858839552533,1773828828
17,0.8867828304292393,0.8673863013965434,4838,4.0,2347.826432022084,0.05824954708558061,1773828829
18,0.8873353166170845,0.8675461530259703,4838,4.0,2347.826432022084,0.05808969545615372,1773828830
19,0.8856778580535487,0.865992684741489,4838,4.0,2347.826432022084,0.05964316374063494,1773828831
20,0.8899787505312368,0.8725618625851921,4838,4.0,2347.826432022084,0.05307398589693191,1773828832
