round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8063885694204844,0.7331521450685538,4838,4.0,2902.576014504346,0.19254785493144622,1773949330
2,0.8034664164983314,0.6710080899038939,4838,4.0,2902.576014504346,0.25469191009610603,1773949332
3,0.7461437091756241,0.6502990427256323,4838,4.0,2902.576014504346,0.27540095727436764,1773949333
4,0.7212996343315492,0.6376964213472038,4838,4.0,2902.576014504346,0.28800357865279613,1773949335
5,0.7255731386050535,0.6400552923149457,4838,4.0,2902.576014504346,0.28564470768505423,1773949337
6,0.7255731386050535,0.6400552923149457,4838,4.0,2902.576014504346,0.28564470768505423,1773949338
7,0.6963400593719743,0.6203627133872417,4838,4.0,2902.576014504346,0.3053372866127583,1773949340
8,0.6849517479836629,0.6121055137844611,4838,4.0,2902.576014504346,0.31359448621553887,1773949341
9,0.6818909949229097,0.6097809523809523,4838,4.0,2902.576014504346,0.31591904761904765,1773949343
10,0.6823876454195603,0.6105557080621015,4838,4.0,2902.576014504346,0.3151442919378985,1773949345
11,0.6823876454195603,0.6105557080621015,4838,4.0,2902.576014504346,0.3151442919378985,1773949346
12,0.655037218069133,0.5890791979949874,4838,4.0,2902.576014504346,0.33662080200501254,1773949348
13,0.655037218069133,0.5890791979949874,4838,4.0,2902.576014504346,0.33662080200501254,1773949350
14,0.6813943444262593,0.6089641753390097,4838,4.0,2902.576014504346,0.31673582466099026,1773949351
15,0.6832423462742612,0.6110791979949874,4838,4.0,2902.576014504346,0.3146208020050125,1773949353
16,0.693140706172621,0.6172187229437229,4838,4.0,2902.576014504346,0.30848127705627704,1773949354
17,0.6971947602266753,0.620822619047619,4838,4.0,2902.576014504346,0.3048773809523809,1773949356
18,0.7021479949671439,0.6487647280392564,4838,4.0,2902.576014504346,0.2769352719607435,1773949358
19,0.7252896103959934,0.7004839614397673,4838,4.0,2902.576014504346,0.22521603856023265,1773949360
20,0.7368132043663959,0.7146598875017033,4838,4.0,2902.576014504346,0.21104011249829668,1773949361
