round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.879403073286052,0.8738509251766804,9676,2.0,598.3380380776503,0.051849074823319574,1773950217
2,0.813145326177241,0.7242627450980392,9676,2.0,598.3380380776503,0.20143725490196074,1773950219
3,0.7739561369880519,0.7042253968253969,9676,2.0,598.3380380776503,0.2214746031746031,1773950221
4,0.7939516644303879,0.7507032604305908,9676,2.0,598.3380380776503,0.1749967395694092,1773950223
5,0.8283767810363555,0.7997882036827271,9676,2.0,598.3380380776503,0.1259117963172729,1773950225
6,0.8177672353204268,0.7997867919537611,9676,2.0,598.3380380776503,0.12591320804623884,1773950228
7,0.847534502587694,0.8156048028617271,9676,2.0,598.3380380776503,0.11009519713827287,1773950230
8,0.8415165165165165,0.8134846862283144,9676,2.0,598.3380380776503,0.11221531377168559,1773950232
9,0.8511636636636636,0.826924126924127,9676,2.0,598.3380380776503,0.09877587307587299,1773950234
10,0.8579579579579579,0.8311424404472533,9676,2.0,598.3380380776503,0.0945575595527467,1773950236
11,0.8618243243243242,0.8232053740571574,9676,2.0,598.3380380776503,0.10249462594284253,1773950238
12,0.8863738738738739,0.8418558694217488,9676,2.0,598.3380380776503,0.08384413057825113,1773950241
13,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950243
14,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950245
15,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950247
16,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950249
17,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950251
18,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950253
19,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950255
20,0.8972222222222221,0.8962962962962961,9676,2.0,598.3380380776503,0.02940370370370382,1773950258
