round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8428208584087997,0.6563645256820018,4838,4.0,2136.851097240215,0.2693354743179982,1773949701
2,0.8700002125290295,0.5763343558762458,4838,4.0,2136.851097240215,0.34936564412375415,1773949702
3,0.8180517994397913,0.5905125800120856,4838,4.0,2136.851097240215,0.33518741998791435,1773949703
4,0.832573470672977,0.6560777624863512,4838,4.0,2136.851097240215,0.2696222375136488,1773949705
5,0.8233639952400973,0.7485900898346107,4838,4.0,2136.851097240215,0.17710991016538924,1773949706
6,0.8146886144990646,0.75941085082127,4838,4.0,2136.851097240215,0.16628914917872994,1773949707
7,0.8109356594163224,0.7521188045020486,4838,4.0,2136.851097240215,0.17358119549795137,1773949709
8,0.8112417666285069,0.7518911623239469,4838,4.0,2136.851097240215,0.17380883767605304,1773949710
9,0.8250180429047832,0.7704696180656236,4838,4.0,2136.851097240215,0.15523038193437633,1773949712
10,0.8209639888507292,0.7683967889339709,4838,4.0,2136.851097240215,0.15730321106602907,1773949713
11,0.8282732317953313,0.771943966302975,4838,4.0,2136.851097240215,0.15375603369702495,1773949715
12,0.8268980306273125,0.7570785440613026,4838,4.0,2136.851097240215,0.16862145593869737,1773949716
13,0.8289229837572378,0.7728303114141264,4838,4.0,2136.851097240215,0.15286968858587358,1773949717
14,0.8306401705572977,0.7726173331856283,4838,4.0,2136.851097240215,0.15308266681437166,1773949718
15,0.8222856834735287,0.7675588628249774,4838,4.0,2136.851097240215,0.15814113717502254,1773949720
16,0.8517690342275976,0.7819445336301433,4838,4.0,2136.851097240215,0.1437554663698567,1773949721
17,0.8714868183100227,0.7891074665659309,4838,4.0,2136.851097240215,0.13659253343406907,1773949722
18,0.8601235213113666,0.7852909980410665,4838,4.0,2136.851097240215,0.14040900195893347,1773949723
19,0.8409582234167869,0.7772191185599007,4838,4.0,2136.851097240215,0.1484808814400993,1773949725
20,0.8504176828762464,0.7813898109914627,4838,4.0,2136.851097240215,0.14431018900853732,1773949726
