round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8822695035460993,0.8743332088933133,9676,2.0,590.7020011286191,0.05136679110668663,1773949112
2,0.881855791962175,0.8709611672860312,9676,2.0,590.7020011286191,0.05473883271396873,1773949114
3,0.8426632746548002,0.7661612829948662,9676,2.0,590.7020011286191,0.15953871700513378,1773949116
4,0.8388513513513514,0.8144982865710002,9676,2.0,590.7020011286191,0.11120171342899976,1773949119
5,0.8510135135135135,0.8194126903490403,9676,2.0,590.7020011286191,0.10628730965095967,1773949122
6,0.850975975975976,0.8182916307161345,9676,2.0,590.7020011286191,0.10740836928386543,1773949125
7,0.852364864864865,0.8199139774375107,9676,2.0,590.7020011286191,0.10578602256248926,1773949128
8,0.8861486486486486,0.830229579088007,9676,2.0,590.7020011286191,0.09547042091199298,1773949131
9,0.852364864864865,0.8199139774375107,9676,2.0,590.7020011286191,0.10578602256248926,1773949134
10,0.8861486486486486,0.830229579088007,9676,2.0,590.7020011286191,0.09547042091199298,1773949137
11,0.8861486486486486,0.830229579088007,9676,2.0,590.7020011286191,0.09547042091199298,1773949140
12,0.8861486486486486,0.830229579088007,9676,2.0,590.7020011286191,0.09547042091199298,1773949144
13,0.8861486486486486,0.830229579088007,9676,2.0,590.7020011286191,0.09547042091199298,1773949147
14,0.894481981981982,0.8439980028708731,9676,2.0,590.7020011286191,0.08170199712912685,1773949150
15,0.8917042042042042,0.8398318541175683,9676,2.0,590.7020011286191,0.08586814588243163,1773949153
16,0.8930555555555555,0.8901719901719902,9676,2.0,590.7020011286191,0.03552800982800974,1773949156
17,0.8958708708708709,0.8459561602418745,9676,2.0,590.7020011286191,0.07974383975812549,1773949158
18,0.898611111111111,0.8981813589290224,9676,2.0,590.7020011286191,0.027518641070977568,1773949161
19,0.8972597597597598,0.8478412228746007,9676,2.0,590.7020011286191,0.07785877712539924,1773949165
20,0.8958708708708709,0.8459561602418745,9676,2.0,590.7020011286191,0.07974383975812549,1773949168
