round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.84569024625939,0.6679879646718518,19353,1.0,300.0000440917107,0.25764788381027215,1773828954
2,0.8139193715136809,0.6087477400958351,19353,1.0,300.0000440917107,0.3168881083862889,1773828956
3,0.8117512999929881,0.5729290297482685,19353,1.0,300.0000440917107,0.35270681873385545,1773828958
4,0.7785915723202075,0.5783494443602291,19353,1.0,300.0000440917107,0.34728640412189493,1773828960
5,0.8074025917248424,0.6293531409202547,19353,1.0,300.0000440917107,0.29628270756186925,1773828962
6,0.8461367087374121,0.7123960955446685,19353,1.0,300.0000440917107,0.21323975293745545,1773828965
7,0.8325379000794602,0.7647020047817079,19353,1.0,300.0000440917107,0.16093384370041608,1773828967
8,0.8794733005698478,0.8110391009310398,19353,1.0,300.0000440917107,0.11459674755108418,1773828969
9,0.8888483005698479,0.8136347868049807,19353,1.0,300.0000440917107,0.1120010616771433,1773828971
10,0.8904021144030736,0.8322151601258833,19353,1.0,300.0000440917107,0.09342068835624073,1773828973
11,0.8968497428615716,0.8363956228312752,19353,1.0,300.0000440917107,0.08924022565084877,1773828975
12,0.8968497428615716,0.8363956228312752,19353,1.0,300.0000440917107,0.08924022565084877,1773828977
13,0.8984842949037322,0.8932376411547827,19353,1.0,300.0000440917107,0.03239820732734133,1773828979
14,0.8977227402818835,0.8437763614266769,19353,1.0,300.0000440917107,0.0818594870554471,1773828981
15,0.899044518993368,0.8948193440609599,19353,1.0,300.0000440917107,0.030816504421164126,1773828983
16,0.8987644069485501,0.8940381415313888,19353,1.0,300.0000440917107,0.03159770695073516,1773828985
17,0.899044518993368,0.8948193440609599,19353,1.0,300.0000440917107,0.030816504421164126,1773828988
18,0.899044518993368,0.8948193440609599,19353,1.0,300.0000440917107,0.030816504421164126,1773828990
19,0.899044518993368,0.8948193440609599,19353,1.0,300.0000440917107,0.030816504421164126,1773828992
20,0.899044518993368,0.8948193440609599,19353,1.0,300.0000440917107,0.030816504421164126,1773828994
