round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8742400481019408,0.7884244947088007,4838,4.0,1062.730783498311,0.13721135377332327,1773828092
2,0.6961184437629685,0.5099262567168394,4838,4.0,1062.730783498311,0.41570959176528455,1773828094
3,0.5874362862193081,0.4227961943869357,4838,4.0,1062.730783498311,0.5028396540951883,1773828097
4,0.5701044793564755,0.4096198030301245,4838,4.0,1062.730783498311,0.5160160454519995,1773828099
5,0.6153798853646025,0.5068065184321408,4838,4.0,1062.730783498311,0.41882933004998324,1773828101
6,0.6570616309845382,0.5446265976155268,4838,4.0,1062.730783498311,0.3810092508665972,1773828103
7,0.6927806775353715,0.5595785880084887,4838,4.0,1062.730783498311,0.3660572604736353,1773828105
8,0.7260981551708502,0.6266437478999034,4838,4.0,1062.730783498311,0.2989921005822206,1773828108
9,0.739041032739258,0.5803662046406178,4838,4.0,1062.730783498311,0.34526964384150616,1773828110
10,0.7378923755168999,0.6312152171436072,4838,4.0,1062.730783498311,0.2944206313385168,1773828112
11,0.7700622439129081,0.5928179518355734,4838,4.0,1062.730783498311,0.3328178966465506,1773828114
12,0.8072914791233206,0.706412892045052,4838,4.0,1062.730783498311,0.21922295643707201,1773828116
13,0.8577508808327223,0.7783067148739771,4838,4.0,1062.730783498311,0.14732913360814692,1773828118
14,0.873632269974981,0.744804862567298,4838,4.0,1062.730783498311,0.18083098591482594,1773828121
15,0.8897594067271178,0.8322397158745931,4838,4.0,1062.730783498311,0.09339613260753088,1773828123
16,0.8928844067271179,0.8330677779792509,4838,4.0,1062.730783498311,0.09256807050287308,1773828125
17,0.8927982210670828,0.8390453325358639,4838,4.0,1062.730783498311,0.0865905159462601,1773828127
18,0.8930439264486578,0.824602941703205,4838,4.0,1062.730783498311,0.10103290677891896,1773828129
19,0.895840737480763,0.8411666732365447,4838,4.0,1062.730783498311,0.08446917524557929,1773828132
20,0.8974426282370656,0.8429758610500707,4838,4.0,1062.730783498311,0.08265998743205327,1773828134
