round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.836429170096254,0.690817616231361,9676,2.0,598.3380380776503,0.234882383768639,1773950134
2,0.7955777586096735,0.716636298292902,9676,2.0,598.3380380776503,0.20906370170709798,1773950137
3,0.790172353204268,0.7138985994397758,9676,2.0,598.3380380776503,0.21180140056022412,1773950139
4,0.7644966775285924,0.697290992541595,9676,2.0,598.3380380776503,0.22840900745840498,1773950141
5,0.7738698805188167,0.721752261378228,9676,2.0,598.3380380776503,0.20394773862177196,1773950143
6,0.7997108810938598,0.7849647591534001,9676,2.0,598.3380380776503,0.14073524084659983,1773950145
7,0.8121118458884415,0.7994401744197667,9676,2.0,598.3380380776503,0.1262598255802333,1773950147
8,0.8299669350201265,0.8082351609620801,9676,2.0,598.3380380776503,0.11746483903791982,1773950149
9,0.8350848188614146,0.8117373396201577,9676,2.0,598.3380380776503,0.11396266037984226,1773950151
10,0.8375,0.8139030484757621,9676,2.0,598.3380380776503,0.11179695152423785,1773950153
11,0.845608108108108,0.8173218518945655,9676,2.0,598.3380380776503,0.10837814810543445,1773950155
12,0.8496621621621621,0.8189030484757621,9676,2.0,598.3380380776503,0.10679695152423785,1773950157
13,0.8834459459459459,0.8295352323838081,9676,2.0,598.3380380776503,0.09616476761619186,1773950159
14,0.8834459459459459,0.8295352323838081,9676,2.0,598.3380380776503,0.09616476761619186,1773950161
15,0.8847972972972972,0.8298847836355794,9676,2.0,598.3380380776503,0.09581521636442059,1773950163
16,0.8834459459459459,0.8295352323838081,9676,2.0,598.3380380776503,0.09616476761619186,1773950165
17,0.8861486486486486,0.830229579088007,9676,2.0,598.3380380776503,0.09547042091199298,1773950167
18,0.8834459459459459,0.8295352323838081,9676,2.0,598.3380380776503,0.09616476761619186,1773950169
19,0.8917417417417418,0.8416145337337924,9676,2.0,598.3380380776503,0.08408546626620761,1773950171
20,0.8847972972972972,0.8298847836355794,9676,2.0,598.3380380776503,0.09581521636442059,1773950173
