round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8495172963982229,0.6404466476837282,14515,1.3333333333333333,474.46464963433664,0.2852533523162718,1773948895
2,0.8454427832087406,0.7726868312581641,14515,1.3333333333333333,474.46464963433664,0.1530131687418359,1773948897
3,0.8287002427959875,0.7550886588451806,14515,1.3333333333333333,474.46464963433664,0.17061134115481935,1773948900
4,0.8362085489745065,0.7908500827382847,14515,1.3333333333333333,474.46464963433664,0.13484991726171525,1773948902
5,0.8526148488914446,0.8165374712085823,14515,1.3333333333333333,474.46464963433664,0.10916252879141763,1773948905
6,0.8290694540694542,0.7579498648843771,14515,1.3333333333333333,474.46464963433664,0.16775013511562287,1773948908
7,0.8401295526295527,0.7652987543832855,14515,1.3333333333333333,474.46464963433664,0.16040124561671443,1773948910
8,0.8441836066836068,0.7669631718371767,14515,1.3333333333333333,474.46464963433664,0.1587368281628233,1773948913
9,0.8414809039809039,0.7658632089980835,14515,1.3333333333333333,474.46464963433664,0.1598367910019165,1773948916
10,0.8509403634403636,0.7695552973801218,14515,1.3333333333333333,474.46464963433664,0.15614470261987812,1773948918
11,0.8533957033957034,0.7725642586280672,14515,1.3333333333333333,474.46464963433664,0.15313574137193275,1773948921
12,0.8536806036806037,0.772636613053437,14515,1.3333333333333333,474.46464963433664,0.15306338694656296,1773948924
13,0.8684482559482559,0.786542763357265,14515,1.3333333333333333,474.46464963433664,0.13915723664273494,1773948927
14,0.8522917147917148,0.7700484334590236,14515,1.3333333333333333,474.46464963433664,0.15565156654097634,1773948929
15,0.8591986216986218,0.7801358907597626,14515,1.3333333333333333,474.46464963433664,0.14556410924023733,1773948932
16,0.8643566643566644,0.78360071422245,14515,1.3333333333333333,474.46464963433664,0.14209928577754993,1773948935
17,0.870122045122045,0.7885732751536361,14515,1.3333333333333333,474.46464963433664,0.1371267248463639,1773948938
18,0.8874047124047124,0.7937525857571995,14515,1.3333333333333333,474.46464963433664,0.13194741424280043,1773948940
19,0.8782301532301533,0.7911228014240926,14515,1.3333333333333333,474.46464963433664,0.13457719857590733,1773948943
20,0.8917436667436668,0.7949031334802867,14515,1.3333333333333333,474.46464963433664,0.13079686651971323,1773948946
