round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.8638593380614659,0.8264297782354049,9676,2.0,590.7020011286191,0.0992702217645951,1773949171
2,0.8607804613123762,0.7708456486042693,9676,2.0,590.7020011286191,0.15485435139573067,1773949173
3,0.7685507315826465,0.7004011074197121,9676,2.0,590.7020011286191,0.2252988925802879,1773949176
4,0.7810044086639831,0.7649628536966523,9676,2.0,590.7020011286191,0.16073714630334768,1773949179
5,0.8261628649926521,0.8029737600230561,9676,2.0,590.7020011286191,0.12272623997694387,1773949182
6,0.8431929269695229,0.815158989942303,9676,2.0,590.7020011286191,0.11054101005769701,1773949185
7,0.8536786786786786,0.8181550929604322,9676,2.0,590.7020011286191,0.10754490703956776,1773949187
8,0.846921921921922,0.8167624944714728,9676,2.0,590.7020011286191,0.10893750552852721,1773949190
9,0.8672297297297298,0.8249306173980677,9676,2.0,590.7020011286191,0.10076938260193224,1773949193
10,0.8780405405405405,0.8280874456388826,9676,2.0,590.7020011286191,0.09761255436111738,1773949196
11,0.8793918918918919,0.8284570390860907,9676,2.0,590.7020011286191,0.09724296091390927,1773949199
12,0.8917042042042042,0.8398318541175683,9676,2.0,590.7020011286191,0.08586814588243163,1773949202
13,0.888888888888889,0.883157894736842,9676,2.0,590.7020011286191,0.04254210526315794,1773949205
14,0.8875,0.8805697151424287,9676,2.0,590.7020011286191,0.04513028485757131,1773949207
15,0.8972222222222221,0.8962962962962961,9676,2.0,590.7020011286191,0.02940370370370382,1773949210
16,0.8944444444444445,0.8922994652406416,9676,2.0,590.7020011286191,0.033400534759358336,1773949213
17,0.8944444444444445,0.8922994652406416,9676,2.0,590.7020011286191,0.033400534759358336,1773949216
18,0.8972222222222221,0.8962962962962961,9676,2.0,590.7020011286191,0.02940370370370382,1773949218
19,0.8972222222222221,0.8962962962962961,9676,2.0,590.7020011286191,0.02940370370370382,1773949221
20,0.8972222222222221,0.8962962962962961,9676,2.0,590.7020011286191,0.02940370370370382,1773949224
