round,accuracy,f1,comm_bytes,compression,CCR,delta_f1,timestamp
1,0.885777360589626,0.8351257388754906,14515,1.3333333333333333,474.46464963433664,0.09057426112450939,1773948842
2,0.8657815042827558,0.7491342936126874,14515,1.3333333333333333,474.46464963433664,0.17656570638731262,1773948844
3,0.8286139863267522,0.7661788726425091,14515,1.3333333333333333,474.46464963433664,0.1595211273574909,1773948847
4,0.8160747285747286,0.7312448019895943,14515,1.3333333333333333,474.46464963433664,0.19445519801040567,1773948850
5,0.8296036421036421,0.7604718614364223,14515,1.3333333333333333,474.46464963433664,0.16522813856357765,1773948852
6,0.8520443520443521,0.7720711225491654,14515,1.3333333333333333,474.46464963433664,0.15362887745083453,1773948855
7,0.8377117502117504,0.7642117536197108,14515,1.3333333333333333,474.46464963433664,0.16148824638028914,1773948858
8,0.8330878955878955,0.7622487724027894,14515,1.3333333333333333,474.46464963433664,0.16345122759721054,1773948860
9,0.8320214445214447,0.7616925165665214,14515,1.3333333333333333,474.46464963433664,0.1640074834334786,1773948863
10,0.8428697928697929,0.7684513885924968,14515,1.3333333333333333,474.46464963433664,0.15724861140750312,1773948866
11,0.8416685916685918,0.7746680579105256,14515,1.3333333333333333,474.46464963433664,0.15103194208947435,1773948868
12,0.8456475706475708,0.7732399224270832,14515,1.3333333333333333,474.46464963433664,0.1524600775729168,1773948871
13,0.8431171556171556,0.7664900787428635,14515,1.3333333333333333,474.46464963433664,0.1592099212571365,1773948874
14,0.843402055902056,0.7665620194194748,14515,1.3333333333333333,474.46464963433664,0.1591379805805252,1773948876
15,0.8692278817278817,0.7834688482789914,14515,1.3333333333333333,474.46464963433664,0.14223115172100853,1773948879
16,0.8598434973434973,0.7834678089456988,14515,1.3333333333333333,474.46464963433664,0.14223219105430118,1773948881
17,0.8706543081543081,0.7872004697275399,14515,1.3333333333333333,474.46464963433664,0.1384995302724601,1773948884
18,0.8790848540848542,0.7913386243386242,14515,1.3333333333333333,474.46464963433664,0.13436137566137574,1773948887
19,0.8747680372680374,0.7771894479276291,14515,1.3333333333333333,474.46464963433664,0.14851055207237085,1773948889
20,0.8858416108416108,0.7932962962962963,14515,1.3333333333333333,474.46464963433664,0.1324037037037037,1773948892
